Store_Dept_Date,Dept,Date,Weekly_sales_rf
1,9,2013-07-05,28681.51
1,9,2013-07-12,23480.51
1,9,2013-07-19,24028.51
1,9,2013-07-26,24319.51
1,10,2012-11-02,31779.76
1,10,2012-11-09,28978.03
1,10,2012-11-16,30411.03
1,10,2012-11-23,32450.16
1,10,2012-11-30,31649.62
1,10,2012-12-07,34730.05
1,10,2012-12-14,30868.65
1,10,2012-12-21,34850.68
1,10,2012-12-28,27387.46
1,10,2013-01-04,26396.08
1,10,2013-01-11,26002.97
1,10,2013-01-18,25133.81
1,10,2013-01-25,24521.57
1,10,2013-02-01,33743.89
1,10,2013-02-08,35910.08
1,10,2013-02-15,38272.14
1,10,2013-02-22,38113.49
1,10,2013-03-01,36664.78
1,10,2013-03-08,34938.81
1,10,2013-03-15,33670.54
1,10,2013-03-22,33908.43
1,10,2013-03-29,35005.68
1,10,2013-04-05,33601.43
1,10,2013-04-12,31198.49
1,10,2013-04-19,30314.84
1,10,2013-04-26,30444.49
1,10,2013-05-03,30493.81
1,10,2013-05-10,30277.65
1,10,2013-05-17,30366.95
1,10,2013-05-24,33888.86
1,10,2013-05-31,34933.57
1,10,2013-06-07,34362.84
1,10,2013-06-14,33048.84
1,10,2013-06-21,34341.24
1,10,2013-06-28,32603.78
1,10,2013-07-05,33683.78
1,10,2013-07-12,32285.97
1,10,2013-07-19,30617.92
1,10,2013-07-26,31560.97
1,11,2012-11-02,26460.22
1,11,2012-11-09,21776.46
1,11,2012-11-16,24921.89
1,11,2012-11-23,28800.95
1,11,2012-11-30,29801.22
1,11,2012-12-07,29922.97
1,11,2012-12-14,31264.03
1,11,2012-12-21,30864.59
1,11,2012-12-28,25557.24
1,11,2013-01-04,24938.86
1,11,2013-01-11,24706.97
1,11,2013-01-18,23776.16
1,11,2013-01-25,18709.49
1,11,2013-02-01,22166.62
1,11,2013-02-08,22407.16
1,11,2013-02-15,25004.73
1,11,2013-02-22,24350.51
1,11,2013-03-01,24012.73
1,11,2013-03-08,23833.32
1,11,2013-03-15,21711.24
1,11,2013-03-22,23549.62
1,11,2013-03-29,23485.32
1,11,2013-04-05,22624.54
1,11,2013-04-12,22328.73
1,11,2013-04-19,21603.32
1,11,2013-04-26,22138.7
1,11,2013-05-03,21846.14
1,11,2013-05-10,22347.14
1,11,2013-05-17,22226.59
1,11,2013-05-24,27529.51
1,11,2013-05-31,30983.16
1,11,2013-06-07,30246.84
1,11,2013-06-14,29435.51
1,11,2013-06-21,31978.59
1,11,2013-06-28,40166.62
1,11,2013-07-05,28093.27
1,11,2013-07-12,31885.78
1,11,2013-07-19,26882.05
1,11,2013-07-26,28700.27
1,12,2012-11-02,9640.59
1,12,2012-11-09,9618.08
1,12,2012-11-16,8122.43
1,12,2012-11-23,9214.08
1,12,2012-11-30,7975.3
1,12,2012-12-07,9363.7
1,12,2012-12-14,7911.35
1,12,2012-12-21,9127.41
1,12,2012-12-28,7805.19
1,12,2013-01-04,7500.92
1,12,2013-01-11,7807.68
1,12,2013-01-18,7326.16
1,12,2013-01-25,8632.27
1,12,2013-02-01,9726.62
1,12,2013-02-08,10050.7
1,12,2013-02-15,9194.14
1,12,2013-02-22,9371.54
1,12,2013-03-01,9829.08
1,12,2013-03-08,10074.43
1,12,2013-03-15,12085.57
1,12,2013-03-22,12211.46
1,12,2013-03-29,10969.43
1,12,2013-04-05,11823.7
1,12,2013-04-12,11855.76
1,12,2013-04-19,11708.51
1,12,2013-04-26,11803.43
1,12,2013-05-03,11764.3
1,12,2013-05-10,11702.62
1,12,2013-05-17,11132.16
1,12,2013-05-24,12080.19
1,12,2013-05-31,11985.16
1,12,2013-06-07,10829.97
1,12,2013-06-14,11041.86
1,12,2013-06-21,11580.27
1,12,2013-06-28,11582.62
1,12,2013-07-05,11877.59
1,12,2013-07-12,11587.11
1,12,2013-07-19,11771.19
1,12,2013-07-26,12181.41
1,13,2012-11-02,39183.49
1,13,2012-11-09,38689.24
1,13,2012-11-16,38848.78
1,13,2012-11-23,40449.51
1,13,2012-11-30,38326.57
1,13,2012-12-07,37262.78
1,13,2012-12-14,37544.08
1,13,2012-12-21,37604.24
1,13,2012-12-28,37593.35
1,13,2013-01-04,39350.7
1,13,2013-01-11,38923.97
1,13,2013-01-18,38183.43
1,13,2013-01-25,37285.92
1,13,2013-02-01,42216.78
1,13,2013-02-08,42795.57
1,13,2013-02-15,39972.92
1,13,2013-02-22,39752.81
1,13,2013-03-01,40606.08
1,13,2013-03-08,39857.16
1,13,2013-03-15,39801.38
1,13,2013-03-22,38319.81
1,13,2013-03-29,39651.7
1,13,2013-04-05,40646.22
1,13,2013-04-12,39526.54
1,13,2013-04-19,39129.59
1,13,2013-04-26,39561.81
1,13,2013-05-03,39208.05
1,13,2013-05-10,38758.89
1,13,2013-05-17,38285.57
1,13,2013-05-24,39058.03
1,13,2013-05-31,40603.51
1,13,2013-06-07,40873.57
1,13,2013-06-14,39631.73
1,13,2013-06-21,40578.16
1,13,2013-06-28,40070.11
1,13,2013-07-05,39968.22
1,13,2013-07-12,40199.03
1,13,2013-07-19,39337.73
1,13,2013-07-26,40352.24
1,14,2012-11-02,12632.97
1,14,2012-11-09,13376.73
1,14,2012-11-16,17499.89
1,14,2012-11-23,39979.41
1,14,2012-11-30,28422.92
1,14,2012-12-07,41390.46
1,14,2012-12-14,28525.35
1,14,2012-12-21,76540.16
1,14,2012-12-28,23652.62
1,14,2013-01-04,14715.57
1,14,2013-01-11,13863.84
1,14,2013-01-18,13497.73
1,14,2013-01-25,13058.89
1,14,2013-02-01,15955.86
1,14,2013-02-08,17017.57
1,14,2013-02-15,18221.62
1,14,2013-02-22,18222.89
1,14,2013-03-01,18296.3
1,14,2013-03-08,16201.3
1,14,2013-03-15,13657.7
1,14,2013-03-22,13070.84
1,14,2013-03-29,13803.59
1,14,2013-04-05,13778.22
1,14,2013-04-12,13699.95
1,14,2013-04-19,14722.95
1,14,2013-04-26,13943.86
1,14,2013-05-03,14490.65
1,14,2013-05-10,14211.86
1,14,2013-05-17,15158.3
1,14,2013-05-24,14445.22
1,14,2013-05-31,13530.14
1,14,2013-06-07,14700.62
1,14,2013-06-14,13718.11
1,14,2013-06-21,16088.08
1,14,2013-06-28,16092.32
1,14,2013-07-05,14863.05
1,14,2013-07-12,16258.95
1,14,2013-07-19,12535.32
1,14,2013-07-26,12590.0
1,16,2012-11-02,6631.0
1,16,2012-11-09,6766.95
1,16,2012-11-16,6390.86
1,16,2012-11-23,7923.59
1,16,2012-11-30,6638.46
1,16,2012-12-07,7569.97
1,16,2012-12-14,5461.05
1,16,2012-12-21,7018.24
1,16,2012-12-28,5276.19
1,16,2013-01-04,6386.65
1,16,2013-01-11,6760.7
1,16,2013-01-18,5891.57
1,16,2013-01-25,7583.46
1,16,2013-02-01,13633.81
1,16,2013-02-08,16249.62
1,16,2013-02-15,14392.62
1,16,2013-02-22,15530.46
1,16,2013-03-01,18041.51
1,16,2013-03-08,20437.38
1,16,2013-03-15,35193.03
1,16,2013-03-22,44019.38
1,16,2013-03-29,32908.11
1,16,2013-04-05,44576.14
1,16,2013-04-12,45888.16
1,16,2013-04-19,47815.78
1,16,2013-04-26,41389.22
1,16,2013-05-03,40466.35
1,16,2013-05-10,39416.38
1,16,2013-05-17,38897.05
1,16,2013-05-24,42433.54
1,16,2013-05-31,43364.11
1,16,2013-06-07,35560.16
1,16,2013-06-14,34180.35
1,16,2013-06-21,35487.32
1,16,2013-06-28,35941.32
1,16,2013-07-05,38259.16
1,16,2013-07-12,25299.32
1,16,2013-07-19,23579.24
1,16,2013-07-26,22535.16
1,17,2012-11-02,7915.14
1,17,2012-11-09,7760.41
1,17,2012-11-16,8941.16
1,17,2012-11-23,12882.84
1,17,2012-11-30,12118.62
1,17,2012-12-07,12239.38
1,17,2012-12-14,11843.43
1,17,2012-12-21,19014.73
1,17,2012-12-28,10737.81
1,17,2013-01-04,8690.81
1,17,2013-01-11,8808.76
1,17,2013-01-18,8298.03
1,17,2013-01-25,7585.16
1,17,2013-02-01,8781.65
1,17,2013-02-08,10618.41
1,17,2013-02-15,10946.81
1,17,2013-02-22,10166.97
1,17,2013-03-01,10524.22
1,17,2013-03-08,10372.22
1,17,2013-03-15,9923.59
1,17,2013-03-22,8772.3
1,17,2013-03-29,9135.81
1,17,2013-04-05,9176.46
1,17,2013-04-12,8907.7
1,17,2013-04-19,8141.14
1,17,2013-04-26,9082.73
1,17,2013-05-03,8264.03
1,17,2013-05-10,9081.19
1,17,2013-05-17,8349.57
1,17,2013-05-24,7683.22
1,17,2013-05-31,7451.16
1,17,2013-06-07,8716.62
1,17,2013-06-14,7444.49
1,17,2013-06-21,7127.3
1,17,2013-06-28,7559.97
1,17,2013-07-05,7578.59
1,17,2013-07-12,7817.05
1,17,2013-07-19,7436.76
1,17,2013-07-26,7949.03
1,18,2012-11-02,13098.54
1,18,2012-11-09,10617.89
1,18,2012-11-16,14280.97
1,18,2012-11-23,34069.57
1,18,2012-11-30,72816.78
1,18,2012-12-07,86482.89
1,18,2012-12-14,33488.22
1,18,2012-12-21,33703.86
1,18,2012-12-28,19532.86
1,18,2013-01-04,6942.35
1,18,2013-01-11,1790.19
1,18,2013-01-18,2116.32
1,18,2013-01-25,1997.49
1,18,2013-02-01,3674.19
1,18,2013-02-08,14062.03
1,18,2013-02-15,26033.65
1,18,2013-02-22,1829.92
1,18,2013-03-01,1462.97
1,18,2013-03-08,1391.35
1,18,2013-03-15,1302.78
1,18,2013-03-22,2247.41
1,18,2013-03-29,3718.97
1,18,2013-04-05,9758.32
1,18,2013-04-12,3217.11
1,18,2013-04-19,284.19
1,18,2013-04-26,504.22
1,18,2013-05-03,301.59
1,18,2013-05-10,32.68
1,18,2013-05-17,2.49
1,18,2013-05-24,0.86
1,18,2013-06-07,1.65
1,18,2013-07-05,2.65
1,19,2012-11-02,1099.19
1,19,2012-11-09,1122.95
1,19,2012-11-16,1134.46
1,19,2012-11-23,1091.38
1,19,2012-11-30,1218.0
1,19,2012-12-07,1369.54
1,19,2012-12-14,1445.49
1,19,2012-12-21,1427.89
1,19,2012-12-28,1140.3
1,19,2013-01-04,694.76
1,19,2013-01-11,678.97
1,19,2013-01-18,742.49
1,19,2013-01-25,897.84
1,19,2013-02-01,1067.73
1,19,2013-02-08,1046.08
1,19,2013-02-15,886.97
1,19,2013-02-22,1005.78
1,19,2013-03-01,1065.54
1,19,2013-03-08,1089.54
1,19,2013-03-15,1225.76
1,19,2013-03-22,1186.54
1,19,2013-03-29,1167.0
1,19,2013-04-05,1201.0
1,19,2013-04-12,1103.54
1,19,2013-04-19,943.76
1,19,2013-04-26,1004.57
1,19,2013-05-03,1213.97
1,19,2013-05-10,1352.84
1,19,2013-05-17,1219.81
1,19,2013-05-24,1115.68
1,19,2013-05-31,1180.49
1,19,2013-06-07,1264.73
1,19,2013-06-14,990.84
1,19,2013-06-21,960.86
1,19,2013-06-28,949.68
1,19,2013-07-05,1056.49
1,19,2013-07-12,1025.84
1,19,2013-07-19,1003.57
1,19,2013-07-26,1043.27
1,20,2012-11-02,3142.92
1,20,2012-11-09,2976.41
1,20,2012-11-16,3157.11
1,20,2012-11-23,4634.0
1,20,2012-11-30,3506.24
1,20,2012-12-07,3407.49
1,20,2012-12-14,3379.24
1,20,2012-12-21,4406.62
1,20,2012-12-28,4287.62
1,20,2013-01-04,4071.57
1,20,2013-01-11,3929.62
1,20,2013-01-18,4243.95
1,20,2013-01-25,3571.05
1,20,2013-02-01,4347.32
1,20,2013-02-08,5217.08
1,20,2013-02-15,5234.24
1,20,2013-02-22,5097.27
1,20,2013-03-01,5594.49
1,20,2013-03-08,5878.49
1,20,2013-03-15,5557.43
1,20,2013-03-22,4596.73
1,20,2013-03-29,5135.3
1,20,2013-04-05,4722.49
1,20,2013-04-12,4347.41
1,20,2013-04-19,4442.27
1,20,2013-04-26,4990.24
1,20,2013-05-03,4539.19
1,20,2013-05-10,4734.19
1,20,2013-05-17,4830.86
1,20,2013-05-24,4610.92
1,20,2013-05-31,4803.7
1,20,2013-06-07,4571.65
1,20,2013-06-14,4232.84
1,20,2013-06-21,4637.78
1,20,2013-06-28,4563.3
1,20,2013-07-05,4803.68
1,20,2013-07-12,4606.65
1,20,2013-07-19,4486.05
1,20,2013-07-26,4175.73
1,21,2012-11-02,7999.46
1,21,2012-11-09,7966.65
1,21,2012-11-16,7880.3
1,21,2012-11-23,9452.3
1,21,2012-11-30,9126.43
1,21,2012-12-07,9632.84
1,21,2012-12-14,10129.24
1,21,2012-12-21,12413.62
1,21,2012-12-28,7920.05
1,21,2013-01-04,7002.68
1,21,2013-01-11,7063.46
1,21,2013-01-18,6841.16
1,21,2013-01-25,6945.38
1,21,2013-02-01,8075.24
1,21,2013-02-08,8362.3
1,21,2013-02-15,8489.97
1,21,2013-02-22,8312.81
1,21,2013-03-01,8529.03
1,21,2013-03-08,7879.43
1,21,2013-03-15,7782.08
1,21,2013-03-22,7697.89
1,21,2013-03-29,7839.95
1,21,2013-04-05,7918.49
1,21,2013-04-12,7003.46
1,21,2013-04-19,7174.86
1,21,2013-04-26,7102.46
1,21,2013-05-03,7029.08
1,21,2013-05-10,6840.35
1,21,2013-05-17,7122.22
1,21,2013-05-24,6991.46
1,21,2013-05-31,7231.19
1,21,2013-06-07,7258.76
1,21,2013-06-14,7404.76
1,21,2013-06-21,7431.86
1,21,2013-06-28,7023.32
1,21,2013-07-05,7375.19
1,21,2013-07-12,6802.68
1,21,2013-07-19,6933.16
1,21,2013-07-26,6694.76
1,22,2012-11-02,8440.08
1,22,2012-11-09,7727.46
1,22,2012-11-16,7695.68
1,22,2012-11-23,18159.54
1,22,2012-11-30,14709.38
1,22,2012-12-07,15965.84
1,22,2012-12-14,11551.86
1,22,2012-12-21,19778.95
1,22,2012-12-28,9978.54
1,22,2013-01-04,7643.14
1,22,2013-01-11,8288.05
1,22,2013-01-18,6782.73
1,22,2013-01-25,5954.76
1,22,2013-02-01,10678.89
1,22,2013-02-08,11347.3
1,22,2013-02-15,11113.57
1,22,2013-02-22,9593.46
1,22,2013-03-01,9896.19
1,22,2013-03-08,9754.19
1,22,2013-03-15,9358.86
1,22,2013-03-22,7162.89
1,22,2013-03-29,7388.19
1,22,2013-04-05,7081.22
1,22,2013-04-12,6762.03
1,22,2013-04-19,6276.76
1,22,2013-04-26,6583.22
1,22,2013-05-03,7063.43
1,22,2013-05-10,6642.35
1,22,2013-05-17,6545.86
1,22,2013-05-24,6696.92
1,22,2013-05-31,6750.97
1,22,2013-06-07,6386.89
1,22,2013-06-14,6150.03
1,22,2013-06-21,6267.16
1,22,2013-06-28,6126.03
1,22,2013-07-05,6392.35
1,22,2013-07-12,6361.76
1,22,2013-07-19,7159.76
1,22,2013-07-26,6826.86
1,23,2012-11-02,24413.24
1,23,2012-11-09,20826.03
1,23,2012-11-16,23593.59
1,23,2012-11-23,30393.16
1,23,2012-11-30,29117.03
1,23,2012-12-07,36341.0
1,23,2012-12-14,39619.32
1,23,2012-12-21,64816.35
1,23,2012-12-28,25075.08
1,23,2013-01-04,16966.95
1,23,2013-01-11,16173.19
1,23,2013-01-18,16123.41
1,23,2013-01-25,14318.86
1,23,2013-02-01,19772.76
1,23,2013-02-08,21936.92
1,23,2013-02-15,22494.7
1,23,2013-02-22,20138.54
1,23,2013-03-01,20956.24
1,23,2013-03-08,20621.73
1,23,2013-03-15,20494.78
1,23,2013-03-22,19290.76
1,23,2013-03-29,20547.32
1,23,2013-04-05,20634.51
1,23,2013-04-12,20065.73
1,23,2013-04-19,20562.81
1,23,2013-04-26,19843.68
1,23,2013-05-03,19216.14
1,23,2013-05-10,19519.51
1,23,2013-05-17,19175.95
1,23,2013-05-24,21367.46
1,23,2013-05-31,22986.49
1,23,2013-06-07,22623.43
1,23,2013-06-14,24161.43
1,23,2013-06-21,25393.68
1,23,2013-06-28,23829.38
1,23,2013-07-05,21727.97
1,23,2013-07-12,19000.35
1,23,2013-07-19,18866.84
1,23,2013-07-26,18953.3
1,24,2012-11-02,6657.68
1,24,2012-11-09,6346.11
1,24,2012-11-16,6535.76
1,24,2012-11-23,11033.19
1,24,2012-11-30,9099.62
1,24,2012-12-07,11620.57
1,24,2012-12-14,11764.32
1,24,2012-12-21,14202.05
1,24,2012-12-28,4757.86
1,24,2013-01-04,5520.54
1,24,2013-01-11,3762.08
1,24,2013-01-18,5308.59
1,24,2013-01-25,3474.11
1,24,2013-02-01,5649.76
1,24,2013-02-08,6453.43
1,24,2013-02-15,6428.68
1,24,2013-02-22,5804.32
1,24,2013-03-01,6166.54
1,24,2013-03-08,5811.95
1,24,2013-03-15,4892.59
1,24,2013-03-22,5065.35
