Store,Dept,Date,Weekly_Sales
1,5,2013-03-15,27582.05
1,5,2013-03-22,27911.89
1,5,2013-03-29,34137.03
1,5,2013-04-05,26993.65
1,5,2013-04-12,24922.19
1,5,2013-04-19,18280.27
1,5,2013-04-26,25196.03
1,5,2013-05-03,17234.84
1,5,2013-05-10,21565.46
1,5,2013-05-17,17988.89
1,5,2013-05-24,18137.43
1,5,2013-05-31,20635.32
1,5,2013-06-07,20566.27
1,5,2013-06-14,22070.14
1,5,2013-06-21,21033.41
1,5,2013-06-28,20511.41
1,5,2013-07-05,20274.41
1,5,2013-07-12,18837.27
1,5,2013-07-19,19295.81
1,5,2013-07-26,16616.43
1,6,2012-11-02,4979.03
1,6,2012-11-09,3919.51
1,6,2012-11-16,3845.68
1,6,2012-11-23,17423.24
1,6,2012-11-30,11503.76
1,6,2012-12-07,11033.7
1,6,2012-12-14,10532.16
1,6,2012-12-21,24396.08
1,6,2012-12-28,6972.76
1,6,2013-01-04,2688.46
1,6,2013-01-11,3047.7
1,6,2013-01-18,2466.51
1,6,2013-01-25,2363.7
1,6,2013-02-01,3766.81
1,6,2013-02-08,6154.27
1,6,2013-02-15,4409.05
1,6,2013-02-22,4352.08
1,6,2013-03-01,4492.54
1,6,2013-03-08,4443.32
1,6,2013-03-15,3886.46
1,6,2013-03-22,3453.43
1,6,2013-03-29,3955.57
1,6,2013-04-05,3562.95
1,6,2013-04-12,3590.84
1,6,2013-04-19,3528.81
1,6,2013-04-26,3940.57
1,6,2013-05-03,4589.68
1,6,2013-05-10,4618.59
1,6,2013-05-17,4748.49
1,6,2013-05-24,4780.43
1,6,2013-05-31,4879.84
1,6,2013-06-07,4129.3
1,6,2013-06-14,4084.84
1,6,2013-06-21,3717.89
1,6,2013-06-28,3761.11
1,6,2013-07-05,3651.05
1,6,2013-07-12,2906.78
1,6,2013-07-19,3503.84
1,6,2013-07-26,2848.03
1,7,2012-11-02,22483.81
1,7,2012-11-09,23398.65
1,7,2012-11-16,22705.81
1,7,2012-11-23,73492.86
1,7,2012-11-30,56061.11
1,7,2012-12-07,72749.65
1,7,2012-12-14,76063.97
1,7,2012-12-21,199160.84
1,7,2012-12-28,41937.27
1,7,2013-01-04,12161.38
1,7,2013-01-11,10282.68
1,7,2013-01-18,10811.05
1,7,2013-01-25,11470.11
1,7,2013-02-01,16610.49
1,7,2013-02-08,19370.81
1,7,2013-02-15,18279.32
1,7,2013-02-22,17433.59
1,7,2013-03-01,17355.57
1,7,2013-03-08,17682.76
1,7,2013-03-15,18662.97
1,7,2013-03-22,18734.68
1,7,2013-03-29,18521.92
1,7,2013-04-05,18770.51
1,7,2013-04-12,19540.03
1,7,2013-04-19,19395.84
1,7,2013-04-26,18704.51
1,7,2013-05-03,19360.49
1,7,2013-05-10,19131.27
1,7,2013-05-17,19835.7
1,7,2013-05-24,28422.14
1,7,2013-05-31,29404.86
1,7,2013-06-07,27840.41
1,7,2013-06-14,26536.38
1,7,2013-06-21,25207.41
1,7,2013-06-28,25288.16
1,7,2013-07-05,25249.62
1,7,2013-07-12,18254.84
1,7,2013-07-19,17218.19
1,7,2013-07-26,16745.11
1,8,2012-11-02,38111.81
1,8,2012-11-09,38152.95
1,8,2012-11-16,38111.81
1,8,2012-11-23,33833.22
1,8,2012-11-30,38148.62
1,8,2012-12-07,39324.43
1,8,2012-12-14,37122.05
1,8,2012-12-21,42775.78
1,8,2012-12-28,32951.68
1,8,2013-01-04,35595.84
1,8,2013-01-11,34998.22
1,8,2013-01-18,34618.32
1,8,2013-01-25,35262.97
1,8,2013-02-01,38885.19
1,8,2013-02-08,38696.05
1,8,2013-02-15,37448.22
1,8,2013-02-22,37430.92
1,8,2013-03-01,37421.84
1,8,2013-03-08,37060.89
1,8,2013-03-15,36656.51
1,8,2013-03-22,35882.38
1,8,2013-03-29,36693.62
1,8,2013-04-05,37229.81
1,8,2013-04-12,37380.84
1,8,2013-04-19,37787.95
1,8,2013-04-26,37302.22
1,8,2013-05-03,37181.92
1,8,2013-05-10,37421.92
1,8,2013-05-17,37897.86
1,8,2013-05-24,39319.11
1,8,2013-05-31,39962.35
1,8,2013-06-07,40073.54
1,8,2013-06-14,38664.62
1,8,2013-06-21,38823.35
1,8,2013-06-28,38246.51
1,8,2013-07-05,39141.49
1,8,2013-07-12,38304.92
1,8,2013-07-19,37763.65
1,8,2013-07-26,38371.24
1,9,2012-11-02,45081.46
1,9,2012-11-09,38283.11
1,9,2012-11-16,37117.92
1,9,2012-11-23,43225.05
1,9,2012-11-30,38318.76
1,9,2012-12-07,41412.22
1,9,2012-12-14,30844.38
1,9,2012-12-21,48739.0
1,9,2012-12-28,28154.68
1,9,2013-01-04,17115.89
1,9,2013-01-11,16925.41
1,9,2013-01-18,14090.24
1,9,2013-01-25,14839.57
1,9,2013-02-01,19989.38
1,9,2013-02-08,22644.05
1,9,2013-02-15,24843.08
1,9,2013-02-22,26261.97
1,9,2013-03-01,29452.05
1,9,2013-03-08,30052.0
1,9,2013-03-15,33323.32
1,9,2013-03-22,34937.73
1,9,2013-03-29,33339.84
1,9,2013-04-05,32909.57
1,9,2013-04-12,32487.73
1,9,2013-04-19,30624.59
1,9,2013-04-26,29305.14
1,9,2013-05-03,28464.81
1,9,2013-05-10,27834.05
1,9,2013-05-17,27020.35
1,9,2013-05-24,30055.14
1,9,2013-05-31,30619.81
1,9,2013-06-07,31899.57
1,9,2013-06-14,29770.11
1,9,2013-06-21,30013.59
1,9,2013-06-28,26829.3
1,9,2013-07-05,27984.65
1,9,2013-07-12,23228.65
1,9,2013-07-19,23342.19
1,9,2013-07-26,25014.73
1,10,2012-11-02,30841.22
1,10,2012-11-09,29003.08
1,10,2012-11-16,28640.27
1,10,2012-11-23,31793.03
1,10,2012-11-30,32285.73
1,10,2012-12-07,33084.27
1,10,2012-12-14,31797.41
1,10,2012-12-21,34956.97
1,10,2012-12-28,28591.24
1,10,2013-01-04,26203.08
1,10,2013-01-11,25618.16
1,10,2013-01-18,25239.3
1,10,2013-01-25,24388.97
1,10,2013-02-01,33114.49
1,10,2013-02-08,36111.51
1,10,2013-02-15,37672.0
1,10,2013-02-22,36894.54
1,10,2013-03-01,37101.78
1,10,2013-03-08,35226.95
1,10,2013-03-15,34387.95
1,10,2013-03-22,33960.59
1,10,2013-03-29,34767.43
1,10,2013-04-05,33310.43
1,10,2013-04-12,30762.51
1,10,2013-04-19,30168.32
1,10,2013-04-26,29944.03
1,10,2013-05-03,30699.78
1,10,2013-05-10,30305.62
1,10,2013-05-17,30299.84
1,10,2013-05-24,33893.11
1,10,2013-05-31,35719.92
1,10,2013-06-07,35494.86
1,10,2013-06-14,33082.0
1,10,2013-06-21,35234.68
1,10,2013-06-28,32978.57
1,10,2013-07-05,33940.38
1,10,2013-07-12,32939.27
1,10,2013-07-19,30725.32
1,10,2013-07-26,32603.32
1,11,2012-11-02,25810.24
1,11,2012-11-09,22127.22
1,11,2012-11-16,24478.57
1,11,2012-11-23,28716.05
1,11,2012-11-30,29434.92
1,11,2012-12-07,29353.27
1,11,2012-12-14,31478.3
1,11,2012-12-21,31627.65
1,11,2012-12-28,24226.95
1,11,2013-01-04,24685.35
1,11,2013-01-11,24969.14
1,11,2013-01-18,23051.32
1,11,2013-01-25,19203.65
1,11,2013-02-01,21444.68
1,11,2013-02-08,21900.38
1,11,2013-02-15,24580.59
1,11,2013-02-22,23982.27
1,11,2013-03-01,24085.73
1,11,2013-03-08,24029.19
1,11,2013-03-15,21600.49
1,11,2013-03-22,23531.78
1,11,2013-03-29,22999.92
1,11,2013-04-05,22853.84
1,11,2013-04-12,22184.7
1,11,2013-04-19,22048.19
1,11,2013-04-26,21713.49
1,11,2013-05-03,22038.89
1,11,2013-05-10,22301.41
1,11,2013-05-17,22039.3
1,11,2013-05-24,27445.19
1,11,2013-05-31,29853.76
1,11,2013-06-07,29237.05
1,11,2013-06-14,29120.19
1,11,2013-06-21,32577.86
1,11,2013-06-28,42210.92
1,11,2013-07-05,29072.49
1,11,2013-07-12,32168.68
1,11,2013-07-19,27047.32
1,11,2013-07-26,29348.35
1,12,2012-11-02,9795.65
1,12,2012-11-09,9787.03
1,12,2012-11-16,8157.3
1,12,2012-11-23,8901.97
1,12,2012-11-30,7884.08
1,12,2012-12-07,8827.19
1,12,2012-12-14,8023.22
1,12,2012-12-21,8817.05
1,12,2012-12-28,7939.24
1,12,2013-01-04,7535.57
1,12,2013-01-11,7847.95
1,12,2013-01-18,7516.78
1,12,2013-01-25,8668.7
1,12,2013-02-01,10262.97
1,12,2013-02-08,10316.03
1,12,2013-02-15,9113.57
1,12,2013-02-22,9074.03
1,12,2013-03-01,9532.62
1,12,2013-03-08,9793.05
1,12,2013-03-15,12098.76
1,12,2013-03-22,12034.16
1,12,2013-03-29,10720.24
1,12,2013-04-05,11632.95
1,12,2013-04-12,11592.57
1,12,2013-04-19,11881.19
1,12,2013-04-26,11610.51
1,12,2013-05-03,11933.38
1,12,2013-05-10,11838.97
1,12,2013-05-17,11189.84
1,12,2013-05-24,12404.43
1,12,2013-05-31,12152.54
1,12,2013-06-07,11085.11
1,12,2013-06-14,10996.78
1,12,2013-06-21,11381.68
1,12,2013-06-28,11359.76
1,12,2013-07-05,12143.59
1,12,2013-07-12,11491.41
1,12,2013-07-19,11890.05
1,12,2013-07-26,12052.27
1,13,2012-11-02,38050.62
1,13,2012-11-09,39745.0
1,13,2012-11-16,38070.0
1,13,2012-11-23,40478.11
1,13,2012-11-30,37851.7
1,13,2012-12-07,37718.27
1,13,2012-12-14,37249.95
1,13,2012-12-21,38458.78
1,13,2012-12-28,37420.49
1,13,2013-01-04,39754.59
1,13,2013-01-11,38420.68
1,13,2013-01-18,37587.19
1,13,2013-01-25,35839.22
1,13,2013-02-01,40402.22
1,13,2013-02-08,41816.97
1,13,2013-02-15,39264.68
1,13,2013-02-22,39420.89
1,13,2013-03-01,40062.35
1,13,2013-03-08,39542.59
1,13,2013-03-15,38704.92
1,13,2013-03-22,38567.54
1,13,2013-03-29,38503.92
1,13,2013-04-05,40561.16
1,13,2013-04-12,39478.38
1,13,2013-04-19,39308.08
1,13,2013-04-26,40075.84
1,13,2013-05-03,39203.95
1,13,2013-05-10,38644.16
1,13,2013-05-17,38408.35
1,13,2013-05-24,39494.59
1,13,2013-05-31,40878.51
1,13,2013-06-07,41136.92
1,13,2013-06-14,39931.46
1,13,2013-06-21,41262.16
1,13,2013-06-28,40206.78
1,13,2013-07-05,39639.41
1,13,2013-07-12,40634.16
1,13,2013-07-19,39445.16
1,13,2013-07-26,41350.24
1,14,2012-11-02,12918.62
1,14,2012-11-09,13518.92
1,14,2012-11-16,17217.14
1,14,2012-11-23,40055.22
1,14,2012-11-30,30461.54
1,14,2012-12-07,42360.3
1,14,2012-12-14,28799.92
1,14,2012-12-21,68163.65
1,14,2012-12-28,22910.86
1,14,2013-01-04,14449.86
1,14,2013-01-11,14109.38
1,14,2013-01-18,13707.89
1,14,2013-01-25,13051.46
1,14,2013-02-01,15777.16
1,14,2013-02-08,16535.27
1,14,2013-02-15,17367.08
1,14,2013-02-22,16747.89
1,14,2013-03-01,18185.32
1,14,2013-03-08,15858.14
1,14,2013-03-15,13698.3
1,14,2013-03-22,13052.46
1,14,2013-03-29,13386.81
1,14,2013-04-05,13797.59
1,14,2013-04-12,13684.84
1,14,2013-04-19,14565.62
1,14,2013-04-26,13757.14
1,14,2013-05-03,14139.92
1,14,2013-05-10,13984.16
1,14,2013-05-17,15352.3
1,14,2013-05-24,14698.68
1,14,2013-05-31,13867.65
1,14,2013-06-07,14660.97
1,14,2013-06-14,13792.95
1,14,2013-06-21,16249.32
1,14,2013-06-28,16271.84
1,14,2013-07-05,14160.0
1,14,2013-07-12,15416.24
1,14,2013-07-19,12539.27
1,14,2013-07-26,12803.54
1,16,2012-11-02,6567.46
1,16,2012-11-09,6653.19
1,16,2012-11-16,6026.0
1,16,2012-11-23,7862.86
1,16,2012-11-30,6677.14
1,16,2012-12-07,8047.32
1,16,2012-12-14,5344.89
1,16,2012-12-21,7512.97
1,16,2012-12-28,5345.62
1,16,2013-01-04,6114.89
1,16,2013-01-11,6432.7
1,16,2013-01-18,6074.7
1,16,2013-01-25,8554.08
1,16,2013-02-01,12346.95
1,16,2013-02-08,14921.05
1,16,2013-02-15,13290.22
1,16,2013-02-22,13889.19
1,16,2013-03-01,16674.95
1,16,2013-03-08,18961.76
1,16,2013-03-15,35642.46
1,16,2013-03-22,43112.22
1,16,2013-03-29,33896.41
1,16,2013-04-05,43915.84
1,16,2013-04-12,46496.03
1,16,2013-04-19,48521.22
1,16,2013-04-26,40334.05
1,16,2013-05-03,40915.11
1,16,2013-05-10,38201.81
1,16,2013-05-17,38365.11
1,16,2013-05-24,42579.03
1,16,2013-05-31,43702.81
1,16,2013-06-07,35468.27
1,16,2013-06-14,34290.16
1,16,2013-06-21,35683.84
1,16,2013-06-28,36485.08
1,16,2013-07-05,39748.14
1,16,2013-07-12,24203.51
1,16,2013-07-19,23730.41
1,16,2013-07-26,22673.03
1,17,2012-11-02,7741.49
1,17,2012-11-09,7788.03
1,17,2012-11-16,9105.89
1,17,2012-11-23,11773.41
1,17,2012-11-30,11791.08
1,17,2012-12-07,12272.49
1,17,2012-12-14,11617.68
1,17,2012-12-21,18409.3
1,17,2012-12-28,12166.78
1,17,2013-01-04,8754.86
1,17,2013-01-11,8593.41
1,17,2013-01-18,8324.19
1,17,2013-01-25,7462.19
1,17,2013-02-01,9036.95
1,17,2013-02-08,10000.57
1,17,2013-02-15,10720.11
1,17,2013-02-22,10135.84
1,17,2013-03-01,10727.14
1,17,2013-03-08,10178.73
1,17,2013-03-15,9826.14
1,17,2013-03-22,8911.11
1,17,2013-03-29,9053.08
1,17,2013-04-05,9168.27
1,17,2013-04-12,8755.41
1,17,2013-04-19,8307.46
1,17,2013-04-26,9176.62
1,17,2013-05-03,8481.14
1,17,2013-05-10,9016.08
1,17,2013-05-17,8532.32
1,17,2013-05-24,7333.76
1,17,2013-05-31,7515.22
1,17,2013-06-07,8145.19
1,17,2013-06-14,7265.54
1,17,2013-06-21,7149.73
1,17,2013-06-28,7540.7
1,17,2013-07-05,7445.62
1,17,2013-07-12,7865.14
1,17,2013-07-19,7385.81
1,17,2013-07-26,8002.3
1,18,2012-11-02,13411.0
1,18,2012-11-09,10878.03
1,18,2012-11-16,14127.81
1,18,2012-11-23,33245.57
1,18,2012-11-30,65049.81
1,18,2012-12-07,80306.24
1,18,2012-12-14,34328.05
1,18,2012-12-21,33628.54
1,18,2012-12-28,20298.68
1,18,2013-01-04,6413.38
1,18,2013-01-11,1891.59
1,18,2013-01-18,1897.76
1,18,2013-01-25,2022.0
1,18,2013-02-01,3833.92
1,18,2013-02-08,13769.22
1,18,2013-02-15,25740.57
1,18,2013-02-22,1810.11
1,18,2013-03-01,1309.84
1,18,2013-03-08,1278.38
1,18,2013-03-15,1364.32
1,18,2013-03-22,1922.97
1,18,2013-03-29,3213.54
1,18,2013-04-05,12811.3
1,18,2013-04-12,5308.54
1,18,2013-04-19,259.14
1,18,2013-04-26,113.78
1,18,2013-05-03,253.46
1,18,2013-05-10,50.78
1,18,2013-05-17,2.35
1,18,2013-05-24,1.22
1,18,2013-06-07,2.49
1,18,2013-07-05,1.59
1,19,2012-11-02,1147.54
1,19,2012-11-09,1125.92
1,19,2012-11-16,1142.22
1,19,2012-11-23,1103.92
1,19,2012-11-30,1225.19
1,19,2012-12-07,1350.24
1,19,2012-12-14,1454.08
1,19,2012-12-21,1464.27
1,19,2012-12-28,1221.89
1,19,2013-01-04,717.11
1,19,2013-01-11,709.7
1,19,2013-01-18,774.35
1,19,2013-01-25,758.16
1,19,2013-02-01,1085.49
1,19,2013-02-08,1087.41
1,19,2013-02-15,875.86
1,19,2013-02-22,893.22
1,19,2013-03-01,947.65
1,19,2013-03-08,1130.03
1,19,2013-03-15,1234.05
1,19,2013-03-22,1077.43
1,19,2013-03-29,1075.19
1,19,2013-04-05,1207.51
1,19,2013-04-12,1060.03
1,19,2013-04-19,905.46
1,19,2013-04-26,896.24
1,19,2013-05-03,1235.59
1,19,2013-05-10,1402.03
1,19,2013-05-17,1348.76
1,19,2013-05-24,1124.84
1,19,2013-05-31,1165.3
1,19,2013-06-07,1267.11
1,19,2013-06-14,1039.7
1,19,2013-06-21,1031.38
1,19,2013-06-28,992.86
1,19,2013-07-05,1044.95
1,19,2013-07-12,1030.32
1,19,2013-07-19,981.78
1,19,2013-07-26,1071.95
1,20,2012-11-02,3102.97
1,20,2012-11-09,2930.89
1,20,2012-11-16,3056.3
1,20,2012-11-23,4815.32
1,20,2012-11-30,3329.46
1,20,2012-12-07,3652.95
1,20,2012-12-14,4098.78
1,20,2012-12-21,4371.57
1,20,2012-12-28,4137.14
1,20,2013-01-04,3809.05
1,20,2013-01-11,3739.32
1,20,2013-01-18,3986.7
1,20,2013-01-25,3635.97
1,20,2013-02-01,4408.92
1,20,2013-02-08,4968.7
1,20,2013-02-15,5238.68
1,20,2013-02-22,5144.95
1,20,2013-03-01,5476.86
1,20,2013-03-08,6183.73
1,20,2013-03-15,5633.38
1,20,2013-03-22,4588.62
1,20,2013-03-29,5508.97
1,20,2013-04-05,5087.62
1,20,2013-04-12,4495.19
1,20,2013-04-19,4408.92
1,20,2013-04-26,5156.68
1,20,2013-05-03,4635.08
1,20,2013-05-10,4718.97
1,20,2013-05-17,5100.14
1,20,2013-05-24,4682.7
1,20,2013-05-31,4881.14
1,20,2013-06-07,4551.95
1,20,2013-06-14,4293.62
1,20,2013-06-21,4965.84
1,20,2013-06-28,4711.97
1,20,2013-07-05,4617.05
1,20,2013-07-12,4568.54
1,20,2013-07-19,4303.11
1,20,2013-07-26,4229.81
1,21,2012-11-02,8104.24
1,21,2012-11-09,8092.22
1,21,2012-11-16,8055.73
1,21,2012-11-23,9305.78
1,21,2012-11-30,9024.65
1,21,2012-12-07,10076.84
1,21,2012-12-14,9775.32
1,21,2012-12-21,12223.32
1,21,2012-12-28,8219.59
1,21,2013-01-04,7330.89
1,21,2013-01-11,7096.38
1,21,2013-01-18,7251.46
1,21,2013-01-25,7053.3
1,21,2013-02-01,8067.97
1,21,2013-02-08,8384.62
1,21,2013-02-15,8541.05
1,21,2013-02-22,8408.22
1,21,2013-03-01,8571.43
1,21,2013-03-08,7698.38
1,21,2013-03-15,7765.92
1,21,2013-03-22,7607.81
1,21,2013-03-29,7720.51
1,21,2013-04-05,7657.76
1,21,2013-04-12,7339.16
1,21,2013-04-19,7211.97
1,21,2013-04-26,7375.62
1,21,2013-05-03,7326.92
1,21,2013-05-10,6951.49
1,21,2013-05-17,6886.22
1,21,2013-05-24,6946.05
1,21,2013-05-31,7230.05
1,21,2013-06-07,7174.32
1,21,2013-06-14,7344.7
1,21,2013-06-21,7458.65
1,21,2013-06-28,6981.22
1,21,2013-07-05,7166.46
1,21,2013-07-12,6859.92
1,21,2013-07-19,6706.3
1,21,2013-07-26,6505.27
1,22,2012-11-02,8433.22
1,22,2012-11-09,7461.43
1,22,2012-11-16,7248.95
1,22,2012-11-23,18426.35
1,22,2012-11-30,16078.41
1,22,2012-12-07,15121.51
1,22,2012-12-14,11205.16
1,22,2012-12-21,19190.73
1,22,2012-12-28,10559.7
1,22,2013-01-04,7691.97
1,22,2013-01-11,8420.86
1,22,2013-01-18,6927.41
1,22,2013-01-25,6120.43
1,22,2013-02-01,10041.51
1,22,2013-02-08,11210.86
1,22,2013-02-15,11071.62
1,22,2013-02-22,9749.7
1,22,2013-03-01,9755.86
1,22,2013-03-08,9819.89
1,22,2013-03-15,9336.86
1,22,2013-03-22,7317.08
1,22,2013-03-29,7531.57
1,22,2013-04-05,6945.32
1,22,2013-04-12,6678.43
1,22,2013-04-19,6453.65
1,22,2013-04-26,6555.86
1,22,2013-05-03,7056.3
1,22,2013-05-10,6738.24
1,22,2013-05-17,6462.86
1,22,2013-05-24,6644.97
1,22,2013-05-31,6759.81
1,22,2013-06-07,6588.59
1,22,2013-06-14,6158.24
1,22,2013-06-21,6184.27
1,22,2013-06-28,6060.16
1,22,2013-07-05,6353.19
1,22,2013-07-12,6460.84
1,22,2013-07-19,6805.22
1,22,2013-07-26,6780.46
1,23,2012-11-02,24103.7
1,23,2012-11-09,21224.7
1,23,2012-11-16,23144.97
1,23,2012-11-23,31780.11
1,23,2012-11-30,28223.73
1,23,2012-12-07,33425.35
1,23,2012-12-14,33221.11
1,23,2012-12-21,64386.92
1,23,2012-12-28,26337.65
1,23,2013-01-04,17012.84
1,23,2013-01-11,16499.14
1,23,2013-01-18,15462.59
1,23,2013-01-25,13984.57
1,23,2013-02-01,21013.19
1,23,2013-02-08,22436.14
1,23,2013-02-15,22241.59
1,23,2013-02-22,19942.84
1,23,2013-03-01,20503.81
1,23,2013-03-08,20404.0
1,23,2013-03-15,20716.32
1,23,2013-03-22,19932.41
1,23,2013-03-29,20491.57
1,23,2013-04-05,20677.32
1,23,2013-04-12,20060.0
1,23,2013-04-19,20415.05
1,23,2013-04-26,19224.38
1,23,2013-05-03,18945.65
1,23,2013-05-10,19450.57
1,23,2013-05-17,19519.16
1,23,2013-05-24,21081.84
1,23,2013-05-31,22868.95
1,23,2013-06-07,22908.19
1,23,2013-06-14,24514.84
1,23,2013-06-21,25182.97
1,23,2013-06-28,23279.11
1,23,2013-07-05,22083.89
1,23,2013-07-12,18961.32
1,23,2013-07-19,18822.7
1,23,2013-07-26,18913.35
1,24,2012-11-02,6937.41
1,24,2012-11-09,6132.46
1,24,2012-11-16,6685.43
1,24,2012-11-23,10976.51
1,24,2012-11-30,9292.27
1,24,2012-12-07,11222.19
1,24,2012-12-14,11430.76
1,24,2012-12-21,14990.68
1,24,2012-12-28,4996.76
1,24,2013-01-04,5482.51
1,24,2013-01-11,3663.11
1,24,2013-01-18,5366.16
1,24,2013-01-25,3547.86
1,24,2013-02-01,5753.03
1,24,2013-02-08,6376.54
1,24,2013-02-15,6545.46
1,24,2013-02-22,5703.0
1,24,2013-03-01,6297.81
1,24,2013-03-08,5483.49
1,24,2013-03-15,4711.92
1,24,2013-03-22,4861.16
1,24,2013-03-29,5125.3
