Store,Dept,Date,Weekly_Sales,IsHoliday
1,2,2013-03-08,47674.62,False
1,2,2013-03-15,46434.14,False
1,2,2013-03-22,46070.19,False
1,2,2013-03-29,45927.38,False
1,2,2013-04-05,46752.76,False
1,2,2013-04-12,45988.84,False
1,2,2013-04-19,45742.7,False
1,2,2013-04-26,45849.46,False
1,2,2013-05-03,46889.32,False
1,2,2013-05-10,46256.97,False
1,2,2013-05-17,44827.59,False
1,2,2013-05-24,46142.24,False
1,2,2013-05-31,47968.16,False
1,2,2013-06-07,47501.81,False
1,2,2013-06-14,46996.24,False
1,2,2013-06-21,46829.32,False
1,2,2013-06-28,46930.05,False
1,2,2013-07-05,47709.24,False
1,2,2013-07-12,46631.14,False
1,2,2013-07-19,45839.43,False
1,2,2013-07-26,46261.35,False
1,3,2012-11-02,9385.73,False
1,3,2012-11-09,9777.86,False
1,3,2012-11-16,9472.41,False
1,3,2012-11-23,9781.78,True
1,3,2012-11-30,12863.0,False
1,3,2012-12-07,15856.46,False
1,3,2012-12-14,12441.46,False
1,3,2012-12-21,14688.57,False
1,3,2012-12-28,8738.43,True
1,3,2013-01-04,13605.97,False
1,3,2013-01-11,13503.62,False
1,3,2013-01-18,12641.3,False
1,3,2013-01-25,11213.73,False
1,3,2013-02-01,12034.22,False
1,3,2013-02-08,12116.86,True
1,3,2013-02-15,11204.62,False
1,3,2013-02-22,10756.46,False
1,3,2013-03-01,11257.16,False
1,3,2013-03-08,10920.57,False
1,3,2013-03-15,9019.14,False
1,3,2013-03-22,8747.27,False
1,3,2013-03-29,9312.16,False
1,3,2013-04-05,9306.95,False
1,3,2013-04-12,8984.24,False
1,3,2013-04-19,8690.27,False
1,3,2013-04-26,9056.84,False
1,3,2013-05-03,9858.59,False
1,3,2013-05-10,9419.86,False
1,3,2013-05-17,8697.65,False
1,3,2013-05-24,8309.68,False
1,3,2013-05-31,8280.19,False
1,3,2013-06-07,7946.76,False
1,3,2013-06-14,8048.49,False
1,3,2013-06-21,7315.86,False
1,3,2013-06-28,7234.14,False
1,3,2013-07-05,8022.38,False
1,3,2013-07-12,12550.05,False
1,3,2013-07-19,18143.89,False
1,3,2013-07-26,20852.43,False
1,4,2012-11-02,36410.86,False
1,4,2012-11-09,36196.59,False
1,4,2012-11-16,36296.65,False
1,4,2012-11-23,46182.11,True
1,4,2012-11-30,44778.84,False
1,4,2012-12-07,46537.41,False
1,4,2012-12-14,39532.14,False
1,4,2012-12-21,47892.62,False
1,4,2012-12-28,39372.59,True
1,4,2013-01-04,38630.19,False
1,4,2013-01-11,37002.89,False
1,4,2013-01-18,36081.24,False
1,4,2013-01-25,34318.73,False
1,4,2013-02-01,38349.05,False
1,4,2013-02-08,38573.86,True
1,4,2013-02-15,37495.05,False
1,4,2013-02-22,36881.97,False
1,4,2013-03-01,37953.0,False
1,4,2013-03-08,38147.59,False
1,4,2013-03-15,37723.43,False
1,4,2013-03-22,37492.89,False
1,4,2013-03-29,37876.81,False
1,4,2013-04-05,37839.89,False
1,4,2013-04-12,37453.57,False
1,4,2013-04-19,36814.41,False
1,4,2013-04-26,36937.7,False
1,4,2013-05-03,36401.51,False
1,4,2013-05-10,36314.27,False
1,4,2013-05-17,35416.81,False
1,4,2013-05-24,38887.92,False
1,4,2013-05-31,40115.7,False
1,4,2013-06-07,39367.22,False
1,4,2013-06-14,39312.24,False
1,4,2013-06-21,40270.03,False
1,4,2013-06-28,39467.35,False
1,4,2013-07-05,40533.11,False
1,4,2013-07-12,39694.3,False
1,4,2013-07-19,37953.11,False
1,4,2013-07-26,38914.38,False
1,5,2012-11-02,29455.54,False
1,5,2012-11-09,28668.19,False
1,5,2012-11-16,31002.27,False
1,5,2012-11-23,79949.78,True
1,5,2012-11-30,57360.08,False
1,5,2012-12-07,92009.22,False
1,5,2012-12-14,47500.84,False
1,5,2012-12-21,92727.78,False
1,5,2012-12-28,33514.16,True
1,5,2013-01-04,21578.68,False
1,5,2013-01-11,20152.41,False
1,5,2013-01-18,19963.35,False
1,5,2013-01-25,21364.62,False
1,5,2013-02-01,30261.08,False
1,5,2013-02-08,32600.97,True
1,5,2013-02-15,37146.68,False
1,5,2013-02-22,33862.22,False
1,5,2013-03-01,32071.24,False
1,5,2013-03-08,31665.22,False
1,5,2013-03-15,27582.05,False
1,5,2013-03-22,27911.89,False
1,5,2013-03-29,34137.03,False
1,5,2013-04-05,26993.65,False
1,5,2013-04-12,24922.19,False
1,5,2013-04-19,18280.27,False
1,5,2013-04-26,25196.03,False
1,5,2013-05-03,17234.84,False
1,5,2013-05-10,21565.46,False
1,5,2013-05-17,17988.89,False
1,5,2013-05-24,18137.43,False
1,5,2013-05-31,20635.32,False
1,5,2013-06-07,20566.27,False
1,5,2013-06-14,22070.14,False
1,5,2013-06-21,21033.41,False
1,5,2013-06-28,20511.41,False
1,5,2013-07-05,20274.41,False
1,5,2013-07-12,18837.27,False
1,5,2013-07-19,19295.81,False
1,5,2013-07-26,16616.43,False
1,6,2012-11-02,4979.03,False
1,6,2012-11-09,3919.51,False
1,6,2012-11-16,3845.68,False
1,6,2012-11-23,17423.24,True
1,6,2012-11-30,11503.76,False
1,6,2012-12-07,11033.7,False
1,6,2012-12-14,10532.16,False
1,6,2012-12-21,24396.08,False
1,6,2012-12-28,6972.76,True
1,6,2013-01-04,2688.46,False
1,6,2013-01-11,3047.7,False
1,6,2013-01-18,2466.51,False
1,6,2013-01-25,2363.7,False
1,6,2013-02-01,3766.81,False
1,6,2013-02-08,6154.27,True
1,6,2013-02-15,4409.05,False
1,6,2013-02-22,4352.08,False
1,6,2013-03-01,4492.54,False
1,6,2013-03-08,4443.32,False
1,6,2013-03-15,3886.46,False
1,6,2013-03-22,3453.43,False
1,6,2013-03-29,3955.57,False
1,6,2013-04-05,3562.95,False
1,6,2013-04-12,3590.84,False
1,6,2013-04-19,3528.81,False
1,6,2013-04-26,3940.57,False
1,6,2013-05-03,4589.68,False
1,6,2013-05-10,4618.59,False
1,6,2013-05-17,4748.49,False
1,6,2013-05-24,4780.43,False
1,6,2013-05-31,4879.84,False
1,6,2013-06-07,4129.3,False
1,6,2013-06-14,4084.84,False
1,6,2013-06-21,3717.89,False
1,6,2013-06-28,3761.11,False
1,6,2013-07-05,3651.05,False
1,6,2013-07-12,2906.78,False
1,6,2013-07-19,3503.84,False
1,6,2013-07-26,2848.03,False
1,7,2012-11-02,22483.81,False
1,7,2012-11-09,23398.65,False
1,7,2012-11-16,22705.81,False
1,7,2012-11-23,73492.86,True
1,7,2012-11-30,56061.11,False
1,7,2012-12-07,72749.65,False
1,7,2012-12-14,76063.97,False
1,7,2012-12-21,199160.84,False
1,7,2012-12-28,41937.27,True
1,7,2013-01-04,12161.38,False
1,7,2013-01-11,10282.68,False
1,7,2013-01-18,10811.05,False
1,7,2013-01-25,11470.11,False
1,7,2013-02-01,16610.49,False
1,7,2013-02-08,19370.81,True
1,7,2013-02-15,18279.32,False
1,7,2013-02-22,17433.59,False
1,7,2013-03-01,17355.57,False
1,7,2013-03-08,17682.76,False
1,7,2013-03-15,18662.97,False
1,7,2013-03-22,18734.68,False
1,7,2013-03-29,18521.92,False
1,7,2013-04-05,18770.51,False
1,7,2013-04-12,19540.03,False
1,7,2013-04-19,19395.84,False
1,7,2013-04-26,18704.51,False
1,7,2013-05-03,19360.49,False
1,7,2013-05-10,19131.27,False
1,7,2013-05-17,19835.7,False
1,7,2013-05-24,28422.14,False
1,7,2013-05-31,29404.86,False
1,7,2013-06-07,27840.41,False
1,7,2013-06-14,26536.38,False
1,7,2013-06-21,25207.41,False
1,7,2013-06-28,25288.16,False
1,7,2013-07-05,25249.62,False
1,7,2013-07-12,18254.84,False
1,7,2013-07-19,17218.19,False
1,7,2013-07-26,16745.11,False
1,8,2012-11-02,38111.81,False
1,8,2012-11-09,38152.95,False
1,8,2012-11-16,38111.81,False
1,8,2012-11-23,33833.22,True
1,8,2012-11-30,38148.62,False
1,8,2012-12-07,39324.43,False
1,8,2012-12-14,37122.05,False
1,8,2012-12-21,42775.78,False
1,8,2012-12-28,32951.68,True
1,8,2013-01-04,35595.84,False
1,8,2013-01-11,34998.22,False
1,8,2013-01-18,34618.32,False
1,8,2013-01-25,35262.97,False
1,8,2013-02-01,38885.19,False
1,8,2013-02-08,38696.05,True
1,8,2013-02-15,37448.22,False
1,8,2013-02-22,37430.92,False
1,8,2013-03-01,37421.84,False
1,8,2013-03-08,37060.89,False
1,8,2013-03-15,36656.51,False
1,8,2013-03-22,35882.38,False
1,8,2013-03-29,36693.62,False
1,8,2013-04-05,37229.81,False
1,8,2013-04-12,37380.84,False
1,8,2013-04-19,37787.95,False
1,8,2013-04-26,37302.22,False
1,8,2013-05-03,37181.92,False
1,8,2013-05-10,37421.92,False
1,8,2013-05-17,37897.86,False
1,8,2013-05-24,39319.11,False
1,8,2013-05-31,39962.35,False
1,8,2013-06-07,40073.54,False
1,8,2013-06-14,38664.62,False
1,8,2013-06-21,38823.35,False
1,8,2013-06-28,38246.51,False
1,8,2013-07-05,39141.49,False
1,8,2013-07-12,38304.92,False
1,8,2013-07-19,37763.65,False
1,8,2013-07-26,38371.24,False
1,9,2012-11-02,45081.46,False
1,9,2012-11-09,38283.11,False
1,9,2012-11-16,37117.92,False
1,9,2012-11-23,43225.05,True
1,9,2012-11-30,38318.76,False
1,9,2012-12-07,41412.22,False
1,9,2012-12-14,30844.38,False
1,9,2012-12-21,48739.0,False
1,9,2012-12-28,28154.68,True
1,9,2013-01-04,17115.89,False
1,9,2013-01-11,16925.41,False
1,9,2013-01-18,14090.24,False
1,9,2013-01-25,14839.57,False
1,9,2013-02-01,19989.38,False
1,9,2013-02-08,22644.05,True
1,9,2013-02-15,24843.08,False
1,9,2013-02-22,26261.97,False
1,9,2013-03-01,29452.05,False
1,9,2013-03-08,30052.0,False
1,9,2013-03-15,33323.32,False
1,9,2013-03-22,34937.73,False
1,9,2013-03-29,33339.84,False
1,9,2013-04-05,32909.57,False
1,9,2013-04-12,32487.73,False
1,9,2013-04-19,30624.59,False
1,9,2013-04-26,29305.14,False
1,9,2013-05-03,28464.81,False
1,9,2013-05-10,27834.05,False
1,9,2013-05-17,27020.35,False
1,9,2013-05-24,30055.14,False
1,9,2013-05-31,30619.81,False
1,9,2013-06-07,31899.57,False
1,9,2013-06-14,29770.11,False
1,9,2013-06-21,30013.59,False
1,9,2013-06-28,26829.3,False
1,9,2013-07-05,27984.65,False
1,9,2013-07-12,23228.65,False
1,9,2013-07-19,23342.19,False
1,9,2013-07-26,25014.73,False
1,10,2012-11-02,30841.22,False
1,10,2012-11-09,29003.08,False
1,10,2012-11-16,28640.27,False
1,10,2012-11-23,31793.03,True
1,10,2012-11-30,32285.73,False
1,10,2012-12-07,33084.27,False
1,10,2012-12-14,31797.41,False
1,10,2012-12-21,34956.97,False
1,10,2012-12-28,28591.24,True
1,10,2013-01-04,26203.08,False
1,10,2013-01-11,25618.16,False
1,10,2013-01-18,25239.3,False
1,10,2013-01-25,24388.97,False
1,10,2013-02-01,33114.49,False
1,10,2013-02-08,36111.51,True
1,10,2013-02-15,37672.0,False
1,10,2013-02-22,36894.54,False
1,10,2013-03-01,37101.78,False
1,10,2013-03-08,35226.95,False
1,10,2013-03-15,34387.95,False
1,10,2013-03-22,33960.59,False
1,10,2013-03-29,34767.43,False
1,10,2013-04-05,33310.43,False
1,10,2013-04-12,30762.51,False
1,10,2013-04-19,30168.32,False
1,10,2013-04-26,29944.03,False
1,10,2013-05-03,30699.78,False
1,10,2013-05-10,30305.62,False
1,10,2013-05-17,30299.84,False
1,10,2013-05-24,33893.11,False
1,10,2013-05-31,35719.92,False
1,10,2013-06-07,35494.86,False
1,10,2013-06-14,33082.0,False
1,10,2013-06-21,35234.68,False
1,10,2013-06-28,32978.57,False
1,10,2013-07-05,33940.38,False
1,10,2013-07-12,32939.27,False
1,10,2013-07-19,30725.32,False
1,10,2013-07-26,32603.32,False
1,11,2012-11-02,25810.24,False
1,11,2012-11-09,22127.22,False
1,11,2012-11-16,24478.57,False
1,11,2012-11-23,28716.05,True
1,11,2012-11-30,29434.92,False
1,11,2012-12-07,29353.27,False
1,11,2012-12-14,31478.3,False
1,11,2012-12-21,31627.65,False
1,11,2012-12-28,24226.95,True
1,11,2013-01-04,24685.35,False
1,11,2013-01-11,24969.14,False
1,11,2013-01-18,23051.32,False
1,11,2013-01-25,19203.65,False
1,11,2013-02-01,21444.68,False
1,11,2013-02-08,21900.38,True
1,11,2013-02-15,24580.59,False
1,11,2013-02-22,23982.27,False
1,11,2013-03-01,24085.73,False
1,11,2013-03-08,24029.19,False
1,11,2013-03-15,21600.49,False
1,11,2013-03-22,23531.78,False
1,11,2013-03-29,22999.92,False
1,11,2013-04-05,22853.84,False
1,11,2013-04-12,22184.7,False
1,11,2013-04-19,22048.19,False
1,11,2013-04-26,21713.49,False
1,11,2013-05-03,22038.89,False
1,11,2013-05-10,22301.41,False
1,11,2013-05-17,22039.3,False
1,11,2013-05-24,27445.19,False
1,11,2013-05-31,29853.76,False
1,11,2013-06-07,29237.05,False
1,11,2013-06-14,29120.19,False
1,11,2013-06-21,32577.86,False
1,11,2013-06-28,42210.92,False
1,11,2013-07-05,29072.49,False
1,11,2013-07-12,32168.68,False
1,11,2013-07-19,27047.32,False
1,11,2013-07-26,29348.35,False
1,12,2012-11-02,9795.65,False
1,12,2012-11-09,9787.03,False
1,12,2012-11-16,8157.3,False
1,12,2012-11-23,8901.97,True
1,12,2012-11-30,7884.08,False
1,12,2012-12-07,8827.19,False
1,12,2012-12-14,8023.22,False
1,12,2012-12-21,8817.05,False
1,12,2012-12-28,7939.24,True
1,12,2013-01-04,7535.57,False
1,12,2013-01-11,7847.95,False
1,12,2013-01-18,7516.78,False
1,12,2013-01-25,8668.7,False
1,12,2013-02-01,10262.97,False
1,12,2013-02-08,10316.03,True
1,12,2013-02-15,9113.57,False
1,12,2013-02-22,9074.03,False
1,12,2013-03-01,9532.62,False
1,12,2013-03-08,9793.05,False
1,12,2013-03-15,12098.76,False
1,12,2013-03-22,12034.16,False
1,12,2013-03-29,10720.24,False
1,12,2013-04-05,11632.95,False
1,12,2013-04-12,11592.57,False
1,12,2013-04-19,11881.19,False
1,12,2013-04-26,11610.51,False
1,12,2013-05-03,11933.38,False
1,12,2013-05-10,11838.97,False
1,12,2013-05-17,11189.84,False
1,12,2013-05-24,12404.43,False
1,12,2013-05-31,12152.54,False
1,12,2013-06-07,11085.11,False
1,12,2013-06-14,10996.78,False
1,12,2013-06-21,11381.68,False
1,12,2013-06-28,11359.76,False
1,12,2013-07-05,12143.59,False
1,12,2013-07-12,11491.41,False
1,12,2013-07-19,11890.05,False
1,12,2013-07-26,12052.27,False
1,13,2012-11-02,38050.62,False
1,13,2012-11-09,39745.0,False
1,13,2012-11-16,38070.0,False
1,13,2012-11-23,40478.11,True
1,13,2012-11-30,37851.7,False
1,13,2012-12-07,37718.27,False
1,13,2012-12-14,37249.95,False
1,13,2012-12-21,38458.78,False
1,13,2012-12-28,37420.49,True
1,13,2013-01-04,39754.59,False
1,13,2013-01-11,38420.68,False
1,13,2013-01-18,37587.19,False
1,13,2013-01-25,35839.22,False
1,13,2013-02-01,40402.22,False
1,13,2013-02-08,41816.97,True
1,13,2013-02-15,39264.68,False
1,13,2013-02-22,39420.89,False
1,13,2013-03-01,40062.35,False
1,13,2013-03-08,39542.59,False
1,13,2013-03-15,38704.92,False
1,13,2013-03-22,38567.54,False
1,13,2013-03-29,38503.92,False
1,13,2013-04-05,40561.16,False
1,13,2013-04-12,39478.38,False
1,13,2013-04-19,39308.08,False
1,13,2013-04-26,40075.84,False
1,13,2013-05-03,39203.95,False
1,13,2013-05-10,38644.16,False
1,13,2013-05-17,38408.35,False
1,13,2013-05-24,39494.59,False
1,13,2013-05-31,40878.51,False
1,13,2013-06-07,41136.92,False
1,13,2013-06-14,39931.46,False
1,13,2013-06-21,41262.16,False
1,13,2013-06-28,40206.78,False
1,13,2013-07-05,39639.41,False
1,13,2013-07-12,40634.16,False
1,13,2013-07-19,39445.16,False
1,13,2013-07-26,41350.24,False
1,14,2012-11-02,12918.62,False
1,14,2012-11-09,13518.92,False
1,14,2012-11-16,17217.14,False
1,14,2012-11-23,40055.22,True
1,14,2012-11-30,30461.54,False
1,14,2012-12-07,42360.3,False
1,14,2012-12-14,28799.92,False
1,14,2012-12-21,68163.65,False
1,14,2012-12-28,22910.86,True
1,14,2013-01-04,14449.86,False
1,14,2013-01-11,14109.38,False
1,14,2013-01-18,13707.89,False
1,14,2013-01-25,13051.46,False
1,14,2013-02-01,15777.16,False
1,14,2013-02-08,16535.27,True
1,14,2013-02-15,17367.08,False
1,14,2013-02-22,16747.89,False
1,14,2013-03-01,18185.32,False
1,14,2013-03-08,15858.14,False
1,14,2013-03-15,13698.3,False
1,14,2013-03-22,13052.46,False
1,14,2013-03-29,13386.81,False
1,14,2013-04-05,13797.59,False
1,14,2013-04-12,13684.84,False
1,14,2013-04-19,14565.62,False
1,14,2013-04-26,13757.14,False
1,14,2013-05-03,14139.92,False
1,14,2013-05-10,13984.16,False
1,14,2013-05-17,15352.3,False
1,14,2013-05-24,14698.68,False
1,14,2013-05-31,13867.65,False
1,14,2013-06-07,14660.97,False
1,14,2013-06-14,13792.95,False
1,14,2013-06-21,16249.32,False
1,14,2013-06-28,16271.84,False
1,14,2013-07-05,14160.0,False
1,14,2013-07-12,15416.24,False
1,14,2013-07-19,12539.27,False
1,14,2013-07-26,12803.54,False
1,16,2012-11-02,6567.46,False
1,16,2012-11-09,6653.19,False
1,16,2012-11-16,6026.0,False
1,16,2012-11-23,7862.86,True
1,16,2012-11-30,6677.14,False
1,16,2012-12-07,8047.32,False
1,16,2012-12-14,5344.89,False
1,16,2012-12-21,7512.97,False
1,16,2012-12-28,5345.62,True
1,16,2013-01-04,6114.89,False
1,16,2013-01-11,6432.7,False
1,16,2013-01-18,6074.7,False
1,16,2013-01-25,8554.08,False
1,16,2013-02-01,12346.95,False
1,16,2013-02-08,14921.05,True
1,16,2013-02-15,13290.22,False
1,16,2013-02-22,13889.19,False
1,16,2013-03-01,16674.95,False
1,16,2013-03-08,18961.76,False
1,16,2013-03-15,35642.46,False
1,16,2013-03-22,43112.22,False
1,16,2013-03-29,33896.41,False
1,16,2013-04-05,43915.84,False
1,16,2013-04-12,46496.03,False
1,16,2013-04-19,48521.22,False
1,16,2013-04-26,40334.05,False
1,16,2013-05-03,40915.11,False
1,16,2013-05-10,38201.81,False
1,16,2013-05-17,38365.11,False
1,16,2013-05-24,42579.03,False
1,16,2013-05-31,43702.81,False
1,16,2013-06-07,35468.27,False
1,16,2013-06-14,34290.16,False
1,16,2013-06-21,35683.84,False
1,16,2013-06-28,36485.08,False
1,16,2013-07-05,39748.14,False
1,16,2013-07-12,24203.51,False
1,16,2013-07-19,23730.41,False
1,16,2013-07-26,22673.03,False
1,17,2012-11-02,7741.49,False
1,17,2012-11-09,7788.03,False
1,17,2012-11-16,9105.89,False
1,17,2012-11-23,11773.41,True
1,17,2012-11-30,11791.08,False
1,17,2012-12-07,12272.49,False
1,17,2012-12-14,11617.68,False
1,17,2012-12-21,18409.3,False
1,17,2012-12-28,12166.78,True
1,17,2013-01-04,8754.86,False
1,17,2013-01-11,8593.41,False
1,17,2013-01-18,8324.19,False
1,17,2013-01-25,7462.19,False
1,17,2013-02-01,9036.95,False
1,17,2013-02-08,10000.57,True
1,17,2013-02-15,10720.11,False
1,17,2013-02-22,10135.84,False
1,17,2013-03-01,10727.14,False
1,17,2013-03-08,10178.73,False
1,17,2013-03-15,9826.14,False
1,17,2013-03-22,8911.11,False
1,17,2013-03-29,9053.08,False
1,17,2013-04-05,9168.27,False
1,17,2013-04-12,8755.41,False
1,17,2013-04-19,8307.46,False
1,17,2013-04-26,9176.62,False
1,17,2013-05-03,8481.14,False
1,17,2013-05-10,9016.08,False
1,17,2013-05-17,8532.32,False
1,17,2013-05-24,7333.76,False
1,17,2013-05-31,7515.22,False
1,17,2013-06-07,8145.19,False
1,17,2013-06-14,7265.54,False
1,17,2013-06-21,7149.73,False
1,17,2013-06-28,7540.7,False
1,17,2013-07-05,7445.62,False
1,17,2013-07-12,7865.14,False
1,17,2013-07-19,7385.81,False
1,17,2013-07-26,8002.3,False
1,18,2012-11-02,13411.0,False
1,18,2012-11-09,10878.03,False
1,18,2012-11-16,14127.81,False
1,18,2012-11-23,33245.57,True
1,18,2012-11-30,65049.81,False
1,18,2012-12-07,80306.24,False
1,18,2012-12-14,34328.05,False
1,18,2012-12-21,33628.54,False
1,18,2012-12-28,20298.68,True
1,18,2013-01-04,6413.38,False
1,18,2013-01-11,1891.59,False
1,18,2013-01-18,1897.76,False
1,18,2013-01-25,2022.0,False
1,18,2013-02-01,3833.92,False
1,18,2013-02-08,13769.22,True
1,18,2013-02-15,25740.57,False
1,18,2013-02-22,1810.11,False
1,18,2013-03-01,1309.84,False
1,18,2013-03-08,1278.38,False
1,18,2013-03-15,1364.32,False
1,18,2013-03-22,1922.97,False
1,18,2013-03-29,3213.54,False
1,18,2013-04-05,12811.3,False
1,18,2013-04-12,5308.54,False
1,18,2013-04-19,259.14,False
1,18,2013-04-26,113.78,False
1,18,2013-05-03,253.46,False
1,18,2013-05-10,50.78,False
1,18,2013-05-17,2.35,False
1,18,2013-05-24,1.22,False
1,18,2013-06-07,2.49,False
1,18,2013-07-05,1.59,False
1,19,2012-11-02,1147.54,False
1,19,2012-11-09,1125.92,False
1,19,2012-11-16,1142.22,False
1,19,2012-11-23,1103.92,True
1,19,2012-11-30,1225.19,False
1,19,2012-12-07,1350.24,False
1,19,2012-12-14,1454.08,False
1,19,2012-12-21,1464.27,False
1,19,2012-12-28,1221.89,True
1,19,2013-01-04,717.11,False
1,19,2013-01-11,709.7,False
1,19,2013-01-18,774.35,False
1,19,2013-01-25,758.16,False
1,19,2013-02-01,1085.49,False
1,19,2013-02-08,1087.41,True
1,19,2013-02-15,875.86,False
1,19,2013-02-22,893.22,False
1,19,2013-03-01,947.65,False
1,19,2013-03-08,1130.03,False
1,19,2013-03-15,1234.05,False
1,19,2013-03-22,1077.43,False
1,19,2013-03-29,1075.19,False
1,19,2013-04-05,1207.51,False
1,19,2013-04-12,1060.03,False
1,19,2013-04-19,905.46,False
1,19,2013-04-26,896.24,False
1,19,2013-05-03,1235.59,False
1,19,2013-05-10,1402.03,False
1,19,2013-05-17,1348.76,False
1,19,2013-05-24,1124.84,False
1,19,2013-05-31,1165.3,False
1,19,2013-06-07,1267.11,False
1,19,2013-06-14,1039.7,False
1,19,2013-06-21,1031.38,False
1,19,2013-06-28,992.86,False
1,19,2013-07-05,1044.95,False
1,19,2013-07-12,1030.32,False
1,19,2013-07-19,981.78,False
1,19,2013-07-26,1071.95,False
1,20,2012-11-02,3102.97,False
1,20,2012-11-09,2930.89,False
1,20,2012-11-16,3056.3,False
1,20,2012-11-23,4815.32,True
1,20,2012-11-30,3329.46,False
1,20,2012-12-07,3652.95,False
1,20,2012-12-14,4098.78,False
1,20,2012-12-21,4371.57,False
1,20,2012-12-28,4137.14,True
1,20,2013-01-04,3809.05,False
1,20,2013-01-11,3739.32,False
1,20,2013-01-18,3986.7,False
1,20,2013-01-25,3635.97,False
1,20,2013-02-01,4408.92,False
1,20,2013-02-08,4968.7,True
1,20,2013-02-15,5238.68,False
1,20,2013-02-22,5144.95,False
1,20,2013-03-01,5476.86,False
1,20,2013-03-08,6183.73,False
1,20,2013-03-15,5633.38,False
1,20,2013-03-22,4588.62,False
1,20,2013-03-29,5508.97,False
1,20,2013-04-05,5087.62,False
1,20,2013-04-12,4495.19,False
1,20,2013-04-19,4408.92,False
1,20,2013-04-26,5156.68,False
1,20,2013-05-03,4635.08,False
1,20,2013-05-10,4718.97,False
1,20,2013-05-17,5100.14,False
1,20,2013-05-24,4682.7,False
1,20,2013-05-31,4881.14,False
1,20,2013-06-07,4551.95,False
1,20,2013-06-14,4293.62,False
1,20,2013-06-21,4965.84,False
1,20,2013-06-28,4711.97,False
1,20,2013-07-05,4617.05,False
1,20,2013-07-12,4568.54,False
1,20,2013-07-19,4303.11,False
1,20,2013-07-26,4229.81,False
1,21,2012-11-02,8104.24,False
1,21,2012-11-09,8092.22,False
1,21,2012-11-16,8055.73,False
1,21,2012-11-23,9305.78,True
1,21,2012-11-30,9024.65,False
1,21,2012-12-07,10076.84,False
1,21,2012-12-14,9775.32,False
1,21,2012-12-21,12223.32,False
1,21,2012-12-28,8219.59,True
1,21,2013-01-04,7330.89,False
1,21,2013-01-11,7096.38,False
1,21,2013-01-18,7251.46,False
1,21,2013-01-25,7053.3,False
1,21,2013-02-01,8067.97,False
1,21,2013-02-08,8384.62,True
1,21,2013-02-15,8541.05,False
1,21,2013-02-22,8408.22,False
1,21,2013-03-01,8571.43,False
1,21,2013-03-08,7698.38,False
1,21,2013-03-15,7765.92,False
1,21,2013-03-22,7607.81,False
1,21,2013-03-29,7720.51,False
1,21,2013-04-05,7657.76,False
1,21,2013-04-12,7339.16,False
1,21,2013-04-19,7211.97,False
1,21,2013-04-26,7375.62,False
1,21,2013-05-03,7326.92,False
1,21,2013-05-10,6951.49,False
1,21,2013-05-17,6886.22,False
1,21,2013-05-24,6946.05,False
1,21,2013-05-31,7230.05,False
1,21,2013-06-07,7174.32,False
1,21,2013-06-14,7344.7,False
1,21,2013-06-21,7458.65,False
1,21,2013-06-28,6981.22,False
1,21,2013-07-05,7166.46,False
1,21,2013-07-12,6859.92,False
1,21,2013-07-19,6706.3,False
1,21,2013-07-26,6505.27,False
1,22,2012-11-02,8433.22,False
1,22,2012-11-09,7461.43,False
